COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,COUNTY,LOCALITY,LATITUDE,LONGITUDE,OBSERVATION DATE
Fork-tailed Flycatcher,Tyrannus savana,X,Essex,Parker River NWR,42.7639008,-70.8022995,1998-08-14
Fork-tailed Flycatcher,Tyrannus savana,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1998-08-08
Boreal Chickadee,Poecile hudsonicus,1,Essex,West Newbury,42.80149,-70.9898,1999-12-01
American White Pelican,Pelecanus erythrorhynchos,1,Essex,Parker River NWR,42.7639008,-70.8022995,1981-06-13
Fork-tailed Flycatcher,Tyrannus savana,1,Barnstable,Chatham,41.68201,-69.95976,1980-10-04
American White Pelican,Pelecanus erythrorhynchos,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1997-08-01
Great Skua,Stercorarius skua,2,Essex,"Andrews Point, Rockport",42.687714,-70.6204365,1997-10-27
Harris's Sparrow,Zonotrichia querula,1,Bristol,Barney's Joy Road,41.5313459,-70.9940901,1994-02-12
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Plymouth,Cumberland Farms,41.945,-70.879,1995-11-04
Rufous Hummingbird,Selasphorus rufus,1,Middlesex,Pepperell,42.66589,-71.58841,1998-09-29
Northern Lapwing,Vanellus vanellus,1,Dukes,Chilmark,41.34321,-70.74477,1996-12-26
Eared Grebe,Podiceps nigricollis,1,Essex,East Gloucester,42.6085635,-70.6425286,1998-03-15
Northern Wheatear,Oenanthe oenanthe,1,Essex,Plum Island Airport,42.7953692,-70.8355522,1993-09-15
Townsend's Solitaire,Myadestes townsendi,1,Plymouth,"BHI--World's End, Hingham (TTOR)",42.2713013,-70.8806992,1993-11-20
Mew Gull,Larus canus,1,Essex,Newburyport Yacht Club,42.8104513,-70.8624172,1991-02-10
Harris's Sparrow,Zonotrichia querula,1,Bristol,Acoaxet General Area,41.516534,-71.1108541,1979-01-17
Pacific Loon,Gavia pacifica,1,Barnstable,Barnstable Harbor,41.7074266,-70.3014278,1999-12-28
Townsend's Warbler,Setophaga townsendi,1,Barnstable,Siders Pond,41.5492505,-70.6214905,1991-12-03
Swallow-tailed Kite,Elanoides forficatus,1,Barnstable,"Pilgrim Heights, North Truro",42.0574502,-70.1055622,1993-04-19
Tufted Duck,Aythya fuligula,1,Worcester,West Boylston,42.36679,-71.78562,1995-02-28
Eared Grebe,Podiceps nigricollis,1,Essex,Ocean Ave view of Boston,42.4895045,-70.8444357,1972-05-26
Green-tailed Towhee,Pipilo chlorurus,1,Essex,SPA: South Peabody Area: contiguous N. Lynn-S. Peabody-SW Salem,42.5066859,-70.9449863,1979-10-17
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1984-07-06
Boreal Chickadee,Poecile hudsonicus,2,Essex,Lynn Woods,42.4857702,-70.9902191,1976-01-19
Pink-footed Goose,Anser brachyrhynchus,1,Barnstable,Dennis,41.73541,-70.19386,1999-01-18
Boreal Chickadee,Poecile hudsonicus,2,Essex,"Heartbreak Road marshes, Ipswich",42.6645956,-70.829205,1975-11-15
Varied Thrush,Ixoreus naevius,1,Worcester,Oakham,42.35289,-72.04532,1998-02-07
Loggerhead Shrike,Lanius ludovicianus,1,Nantucket,Nantucket,41.2834206,-70.0994568,1975-09-16
American White Pelican,Pelecanus erythrorhynchos,1,Plymouth,Hull,42.302,-70.90779,1997-07-14
Tundra Swan,Cygnus columbianus,3,Bristol,Westport,41.6354454,-71.0498474,1999-01-01
Tundra Swan,Cygnus columbianus,1,Middlesex,Newton,42.337,-71.2092,1997-03-01
Harris's Sparrow,Zonotrichia querula,1,Middlesex,Hopkinton,42.2286987,-71.5226135,1995-03-01
Harris's Sparrow,Zonotrichia querula,1,Bristol,South Dartmouth,41.5918,-70.94118,1994-02-28
Boreal Chickadee,Poecile hudsonicus,X,Plymouth,Manomet Inc.,41.921005,-70.5442548,1981-11-14
American White Pelican,Pelecanus erythrorhynchos,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1997-09-30
Tufted Duck,Aythya fuligula,1,Worcester,Sterling,42.43759,-71.76062,1995-11-01
LeConte's Sparrow,Ammospiza leconteii,1,Middlesex,Wayland,42.3626,-71.3614,1994-10-17
LeConte's Sparrow,Ammospiza leconteii,1,Suffolk,Dorchester,42.3008016,-71.0676384,1999-10-17
Tundra Swan,Cygnus columbianus,1,Worcester,Lake Quinsigamond,42.2754247,-71.7589782,1999-01-03
Tufted Duck,Aythya fuligula,1,Worcester,Wachusett Reservoir (please use more refined location),42.3828911,-71.7277861,1997-12-20
Townsend's Solitaire,Myadestes townsendi,1,Barnstable,Sandwich,41.75901,-70.49387,1997-03-05
Bar-tailed Godwit,Limosa lapponica,1,Barnstable,Monomoy NWR,41.5913346,-69.9880211,1990-07-07
Tundra Swan,Cygnus columbianus,1,Berkshire,Bartholomew's Cobble (TTOR),42.0575,-73.3508,1966-01-27
Harris's Sparrow,Zonotrichia querula,1,Essex,Parker River NWR,42.7639008,-70.8022995,1998-11-15
Curlew Sandpiper,Calidris ferruginea,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,1975-07-28
Mountain Bluebird,Sialia currucoides,1,Nantucket,70 miles SSE of Nantucket Island,40.8,-69.34,1980-04-28
Tufted Duck,Aythya fuligula,1,Essex,Newburyport Harbor,42.8116989,-70.839798,1975-03-09
Black-throated Gray Warbler,Setophaga nigrescens,1,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,2000-10-01
American White Pelican,Pelecanus erythrorhynchos,1,Middlesex,Tyngsboro,42.6767883,-71.4245071,2000-04-21
Mississippi Kite,Ictinia mississippiensis,1,Barnstable,North Truro,42.0334,-70.09527,2000-05-27
Mew Gull,Larus canus,1,Suffolk,South Boston,42.3381181,-71.0467815,2000-02-25
Boreal Chickadee,Poecile hudsonicus,1,Essex,Corner Crane Neck & Georgetown Rd,42.7780551,-70.9879181,2000-01-01
Western Tanager,Piranga ludoviciana,1,Barnstable,Orleans,41.78981,-69.98976,2000-02-13
Swallow-tailed Kite,Elanoides forficatus,1,Barnstable,Hyannis,41.65291,-70.28277,2000-03-27
Black-throated Gray Warbler,Setophaga nigrescens,1,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,2000-10-02
Swallow-tailed Kite,Elanoides forficatus,1,Worcester,Harvard,42.50009,-71.58281,2000-05-12
American White Pelican,Pelecanus erythrorhynchos,1,Middlesex,Tyngsboro,42.6767883,-71.4245071,2000-05-16
Gull-billed Tern,Gelochelidon nilotica,1,Dukes,Edgartown,41.38902,-70.51337,2000-07-08
Tufted Duck,Aythya fuligula,1,Worcester,Sterling,42.43759,-71.76062,2000-11-01
Tufted Duck,Aythya fuligula,1,Plymouth,Plymouth,41.9584007,-70.6672821,2000-01-15
Lark Bunting,Calamospiza melanocorys,1,Hampshire,Hadley,42.34179,-72.58843,2000-11-21
American White Pelican,Pelecanus erythrorhynchos,1,Middlesex,Tyngsboro,42.6724023,-71.4314747,2000-04-22
American White Pelican,Pelecanus erythrorhynchos,1,Middlesex,"Tyngsboro, MA",42.6725916,-71.4325261,2000-04-14
Boreal Chickadee,Poecile hudsonicus,1,Essex,West Newbury,42.80149,-70.9898,2000-01-08
Boreal Chickadee,Poecile hudsonicus,1,Essex,West Newbury,42.802706,-70.9857559,2000-01-01
Ruff,Calidris pugnax,1,Essex,Parker River NWR,42.7639008,-70.8022995,2000-06-27
Mew Gull,Larus canus,1,Essex,Newburyport,42.8125916,-70.8772964,2000-03-24
Mountain Bluebird,Sialia currucoides,1,Middlesex,Concord Wastewater Treatment Plant,42.4717318,-71.3386059,2000-10-27
Lark Bunting,Calamospiza melanocorys,1,Barnstable,North Truro,42.0334,-70.09527,2000-04-25
Eared Grebe,Podiceps nigricollis,1,Essex,Eastern Point--General Area,42.5841153,-70.6568931,2000-01-01
Mississippi Kite,Ictinia mississippiensis,1,Barnstable,Truro,41.9934,-70.04977,2000-05-06
Western Tanager,Piranga ludoviciana,1,Barnstable,Orleans,41.78981,-69.98976,2000-02-01
Pacific Loon,Gavia pacifica,1,Barnstable,Scusset Beach State Reservation,41.7781927,-70.500555,2000-11-22
Tufted Duck,Aythya fuligula,1,Worcester,Clinton,42.41679,-71.68281,2000-03-14
Tufted Duck,Aythya fuligula,1,Worcester,Clinton,42.41679,-71.68281,2000-03-18
Mountain Bluebird,Sialia currucoides,X,Middlesex,Concord Wastewater Treatment Plant,42.4717318,-71.3386059,2000-10-30
Lark Bunting,Calamospiza melanocorys,1,Barnstable,Truro,41.9934,-70.04977,2000-04-30
Mountain Bluebird,Sialia currucoides,1,Middlesex,Concord,42.46039,-71.3489,2000-11-02
Mountain Bluebird,Sialia currucoides,1,Middlesex,Concord Wastewater Treatment Plant,42.4717318,-71.3386059,2000-10-30
Tufted Duck,Aythya fuligula,1,Bristol,Westport,41.6354454,-71.0498474,2000-03-25
Harris's Sparrow,Zonotrichia querula,1,Hampshire,Amherst,42.3803902,-72.5231323,2000-05-14
LeConte's Sparrow,Ammospiza leconteii,1,Hampshire,Northampton,42.32509,-72.64123,2000-10-01
Swallow-tailed Kite,Elanoides forficatus,1,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,2000-05-13
White-winged Dove,Zenaida asiatica,1,Dukes,Edgartown,41.38902,-70.51337,2000-10-29
Mountain Bluebird,Sialia currucoides,1,Middlesex,Concord Wastewater Treatment Plant,42.4717318,-71.3386059,2000-10-29
Mountain Bluebird,Sialia currucoides,1,Middlesex,Concord Wastewater Treatment Plant,42.4717318,-71.3386059,2000-10-30
Swallow-tailed Kite,Elanoides forficatus,1,Barnstable,North Truro,42.0334,-70.09527,2000-06-10
Mew Gull,Larus canus,1,Suffolk,South Boston,42.3381181,-71.0467815,2000-01-10
Lark Bunting,Calamospiza melanocorys,1,Barnstable,Truro,41.9934,-70.04977,2000-04-25
Boreal Chickadee,Poecile hudsonicus,1,Essex,Corner Crane Neck & Georgetown Rd,42.7780551,-70.9879181,2000-01-01
Black-throated Gray Warbler,Setophaga nigrescens,1,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,2000-09-27
Eared Grebe,Podiceps nigricollis,1,Essex,Niles Beach,42.5976396,-70.6550503,2000-11-24
Ruff,Calidris pugnax,1,Essex,Rowley,42.71679,-70.8787,2000-05-05
Eared Grebe,Podiceps nigricollis,1,Essex,East Gloucester,42.6085635,-70.6425286,2000-10-02
Eared Grebe,Podiceps nigricollis,1,Essex,Gloucester Harbor,42.599229,-70.669039,2000-01-01
Swallow-tailed Kite,Elanoides forficatus,1,Dukes,West Tisbury,41.38121,-70.67447,2000-05-08
American White Pelican,Pelecanus erythrorhynchos,1,Essex,Salisbury,42.84179,-70.8606,2000-05-27
Brown Pelican,Pelecanus occidentalis,1,Hampden,Westfield,42.1250916,-72.7495422,2000-01-04
Mew Gull,Larus canus,2,Suffolk,South Boston,42.3381181,-71.0467815,2000-01-11
American White Pelican,Pelecanus erythrorhynchos,1,Middlesex,Tyngsboro,42.6767883,-71.4245071,2000-05-03
Mountain Bluebird,Sialia currucoides,1,Middlesex,Concord,42.46039,-71.3489,2000-10-27
Boreal Chickadee,Poecile hudsonicus,1,Essex,Corner Crane Neck & Georgetown Rd,42.7780551,-70.9879181,2000-01-01
Mountain Bluebird,Sialia currucoides,1,Middlesex,Concord Wastewater Treatment Plant,42.4717318,-71.3386059,2000-10-29
Mew Gull,Larus canus,1,Suffolk,"South Boston, Dorchester Bay",42.3243491,-71.0390568,2000-01-10
Tundra Swan,Cygnus columbianus,1,Bristol,Acoaxet,41.507,-71.09669,2000-11-19
Eared Grebe,Podiceps nigricollis,1,Essex,Gloucester Harbor,42.599229,-70.669039,2000-01-31
Swallow-tailed Kite,Elanoides forficatus,1,Barnstable,Truro,41.9934,-70.04977,2000-05-10
Black-throated Gray Warbler,Setophaga nigrescens,1,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,2000-10-02
Tufted Duck,Aythya fuligula,1,Worcester,Wachusett Reservoir (please use more refined location),42.3828911,-71.7277861,2000-12-16
Northern Wheatear,Oenanthe oenanthe,1,Hampden,Longmeadow,42.0501,-72.58283,2000-09-21
Tufted Duck,Aythya fuligula,1,Worcester,Sterling,42.43759,-71.76062,2000-11-25
Western Tanager,Piranga ludoviciana,1,Barnstable,Orleans,41.78981,-69.98976,2000-02-05
Tufted Duck,Aythya fuligula,1,Worcester,Wachusett Reservoir (please use more refined location),42.3828911,-71.7277861,2000-01-04
Western Tanager,Piranga ludoviciana,1,Essex,Gloucester,42.6158981,-70.6619873,2000-12-02
Eared Grebe,Podiceps nigricollis,1,Essex,East Gloucester,42.6085635,-70.6425286,2000-11-30
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,2000-06-18
Boreal Chickadee,Poecile hudsonicus,1,Essex,West Newbury,42.7948968,-70.9723663,2000-01-01
Pacific Loon,Gavia pacifica,1,Barnstable,Scusset Beach State Reservation,41.7781927,-70.500555,2000-11-22
Black-throated Gray Warbler,Setophaga nigrescens,1,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,2000-09-27
Mountain Bluebird,Sialia currucoides,1,Middlesex,Concord Wastewater Treatment Plant,42.4717318,-71.3386059,2000-10-30
Mew Gull,Larus canus,1,Suffolk,South Boston,42.3381181,-71.0467815,2000-03-11
Tufted Duck,Aythya fuligula,1,Plymouth,Great Herring Pond,41.8117554,-70.5665588,2000-01-06
Eared Grebe,Podiceps nigricollis,1,Essex,Niles Beach,42.5976396,-70.6550503,2000-01-29
Eared Grebe,Podiceps nigricollis,1,Essex,Gloucester,42.6158981,-70.6619873,2000-02-10
Brown Pelican,Pelecanus occidentalis,1,Hampden,Westfield,42.1250916,-72.7495422,2000-01-01
Eared Grebe,Podiceps nigricollis,1,Essex,Eastern Point--General Area,42.5841153,-70.6568931,2000-01-31
Brown Pelican,Pelecanus occidentalis,2,Dukes,Vineyard Sound,41.4670424,-70.7069778,2000-07-18
Black-throated Gray Warbler,Setophaga nigrescens,X,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,2000-10-01
Pacific Loon,Gavia pacifica,1,Barnstable,Wellfleet,41.93761,-70.03277,2000-05-13
Tufted Duck,Aythya fuligula,1,Plymouth,Plymouth,41.9584007,-70.6672821,2000-01-01
Black-throated Gray Warbler,Setophaga nigrescens,1,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,2000-10-02
LeConte's Sparrow,Ammospiza leconteii,1,Hampshire,Northampton,42.32509,-72.64123,2000-10-16
Bridled Tern,Onychoprion anaethetus,1,Nantucket,Muskeget Island,41.3350604,-70.300827,2000-07-17
Brown Pelican,Pelecanus occidentalis,3,Dukes,Gay Head,41.34371,-70.81477,2000-07-22
Tufted Duck,Aythya fuligula,1,Worcester,"West Waushacum Pond, Sterling",42.413952,-71.7648411,2000-10-07
Ruff,Calidris pugnax,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,2000-06-27
Western Tanager,Piranga ludoviciana,1,Barnstable,Orleans,41.78981,-69.98976,2000-02-09
Western Tanager,Piranga ludoviciana,1,Barnstable,Orleans,41.78981,-69.98976,2000-02-13
Tufted Duck,Aythya fuligula,1,Worcester,Wachusett Reservoir (please use more refined location),42.3828911,-71.7277861,2000-01-25
American White Pelican,Pelecanus erythrorhynchos,1,Middlesex,Tyngsboro,42.6767883,-71.4245071,2000-05-25
Tufted Duck,Aythya fuligula,1,Worcester,Sterling,42.43759,-71.76062,2000-10-30
Boreal Chickadee,Poecile hudsonicus,1,Essex,West Newbury,42.783937,-70.9868288,2000-01-01
Black-throated Gray Warbler,Setophaga nigrescens,1,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,2000-10-02
Purple Gallinule,Porphyrio martinica,1,Worcester,Westborough,42.26949,-71.61621,2000-10-25
Mew Gull,Larus canus,1,Essex,Newburyport,42.8125916,-70.8772964,2000-03-15
Eared Grebe,Podiceps nigricollis,1,Essex,East Gloucester,42.6085635,-70.6425286,2000-10-30
Eared Grebe,Podiceps nigricollis,1,Essex,East Gloucester,42.6085635,-70.6425286,2000-03-16
Harris's Sparrow,Zonotrichia querula,1,Hampshire,Amherst,42.3803902,-72.5231323,2000-05-13
Harris's Sparrow,Zonotrichia querula,1,Hampshire,Amherst,42.3803902,-72.5231323,2000-05-14
Tufted Duck,Aythya fuligula,1,Worcester,"West Waushacum Pond, Sterling",42.413952,-71.7648411,2000-10-11
Tundra Swan,Cygnus columbianus,1,Bristol,Acoaxet,41.507,-71.09669,2000-12-03
Lark Bunting,Calamospiza melanocorys,1,Barnstable,Truro,41.9924154,-70.0476265,2000-04-29
Harris's Sparrow,Zonotrichia querula,1,Hampshire,Amherst,42.3803902,-72.5231323,2000-05-13
Eared Grebe,Podiceps nigricollis,1,Essex,Niles Beach,42.5976396,-70.6550503,2000-02-07
Brown Pelican,Pelecanus occidentalis,1,Hampden,Westfield,42.1250916,-72.7495422,2000-01-04
Purple Gallinule,Porphyrio martinica,1,Worcester,Westborough,42.26949,-71.61621,2000-10-25
Lark Bunting,Calamospiza melanocorys,1,Barnstable,Truro,41.9934,-70.04977,2000-05-04
Harris's Sparrow,Zonotrichia querula,1,Hampshire,Amherst-Station Rd,42.3419491,-72.4937054,2000-05-13
Western Tanager,Piranga ludoviciana,1,Barnstable,East Falmouth,41.57841,-70.55867,2000-12-16
Black-throated Gray Warbler,Setophaga nigrescens,1,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,2000-10-02
Ruff,Calidris pugnax,X,Essex,Parker River NWR,42.7639008,-70.8022995,2000-05-06
Ruff,Calidris pugnax,1,Essex,Rowley,42.71679,-70.8787,2000-05-07
Tufted Duck,Aythya fuligula,1,Worcester,Sterling,42.43759,-71.76062,2000-11-30
LeConte's Sparrow,Ammospiza leconteii,1,Hampshire,Northampton Area,42.3344382,-72.680397,2000-10-01
Tufted Duck,Aythya fuligula,1,Worcester,Wachusett Reservoir (please use more refined location),42.3828911,-71.7277861,2000-01-08
Loggerhead Shrike,Lanius ludovicianus,1,Worcester,Sterling,42.43759,-71.76062,2000-04-02
Tufted Duck,Aythya fuligula,1,Worcester,Wachusett Reservoir (please use more refined location),42.3828911,-71.7277861,2000-01-08
Lark Bunting,Calamospiza melanocorys,1,Barnstable,North Truro,42.0334,-70.09527,2000-05-04
Loggerhead Shrike,Lanius ludovicianus,1,Worcester,Sterling,42.43759,-71.76062,2000-04-02
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,2000-06-18
Lark Bunting,Calamospiza melanocorys,1,Barnstable,"Pond Road, Truro, MA",42.0317874,-70.0939477,2000-04-29
South Polar Skua,Stercorarius maccormicki,1,Barnstable,Stellwagen Bank NMS,42.2972857,-70.194397,2000-07-17
American White Pelican,Pelecanus erythrorhynchos,1,Middlesex,Fletchers Pond,42.6340907,-71.4275868,2000-04-20
Tundra Swan,Cygnus columbianus,1,Bristol,Acoaxet,41.507,-71.09669,2000-12-01
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,2000-06-18
Mew Gull,Larus canus,1,Barnstable,Brewster,41.7601089,-70.0827637,2000-03-25
Black-throated Gray Warbler,Setophaga nigrescens,1,Middlesex,Mt. Auburn Cemetery,42.371,-71.146,2000-10-02
White-winged Dove,Zenaida asiatica,1,Dukes,Edgartown,41.38902,-70.51337,2000-10-29
Eared Grebe,Podiceps nigricollis,1,Essex,East Gloucester,42.6085635,-70.6425286,2000-11-01
Mountain Bluebird,Sialia currucoides,1,Middlesex,Concord Wastewater Treatment Plant,42.4717318,-71.3386059,2000-10-31
Tundra Swan,Cygnus columbianus,4,Bristol,Acoaxet,41.507,-71.09669,2000-11-18
Boreal Chickadee,Poecile hudsonicus,1,Essex,Corner Crane Neck & Georgetown Rd,42.7780551,-70.9879181,2000-01-01
Lark Bunting,Calamospiza melanocorys,1,Hampshire,Hadley,42.34179,-72.58843,2000-11-21
Mountain Bluebird,Sialia currucoides,1,Middlesex,Concord Wastewater Treatment Plant,42.4717318,-71.3386059,2000-11-02
Mountain Bluebird,Sialia currucoides,1,Middlesex,Concord,42.46039,-71.3489,2000-10-31
Boreal Chickadee,Poecile hudsonicus,1,Essex,West Newbury,42.802706,-70.9857559,2000-01-01
Eared Grebe,Podiceps nigricollis,1,Essex,Niles Beach,42.5976396,-70.6550503,2000-11-24
Wilson's Plover,Charadrius wilsonia,1,Dukes,Edgartown,41.38902,-70.51337,2000-05-24
American White Pelican,Pelecanus erythrorhynchos,1,Middlesex,Tyngsboro,42.6767883,-71.4245071,2000-04-18
Boreal Chickadee,Poecile hudsonicus,1,Essex,West Newbury,42.80149,-70.9898,2000-01-01
Ruff,Calidris pugnax,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,2000-07-03
Rufous Hummingbird,Selasphorus rufus,1,Hampden,Agawam,42.0694885,-72.61483,2000-11-01
Bridled Tern,Onychoprion anaethetus,1,Nantucket,Muskeget Island,41.3350604,-70.300827,2000-07-17
Northern Wheatear,Oenanthe oenanthe,1,Hampden,Longmeadow,42.0501,-72.58283,2000-09-20
American White Pelican,Pelecanus erythrorhynchos,1,Middlesex,Tyngsboro,42.6767883,-71.4245071,2000-04-28
Tufted Duck,Aythya fuligula,1,Worcester,Sterling,42.43759,-71.76062,2000-10-03
Mountain Bluebird,Sialia currucoides,1,Middlesex,Concord,42.46039,-71.3489,2000-11-01
LeConte's Sparrow,Ammospiza leconteii,1,Hampshire,Northampton,42.32509,-72.64123,2000-10-17
Pacific Loon,Gavia pacifica,1,Essex,"Andrews Point, Rockport",42.687714,-70.6204365,2000-06-06
Tufted Duck,Aythya fuligula,1,Worcester,"West Waushacum Pond, Sterling",42.413952,-71.7648411,2000-10-28
American White Pelican,Pelecanus erythrorhynchos,1,Middlesex,Tyngsboro,42.6767883,-71.4245071,2000-05-04
South Polar Skua,Stercorarius maccormicki,1,Barnstable,Stellwagen Bank NMS,42.2972857,-70.194397,2000-07-17
Lark Bunting,Calamospiza melanocorys,1,Barnstable,Truro,41.9934,-70.04977,2000-05-01
Ash-throated Flycatcher,Myiarchus cinerascens,1,Middlesex,Belmont,42.3959007,-71.1787033,2001-08-30
Northern Wheatear,Oenanthe oenanthe,1,Essex,Parker River NWR,42.7639008,-70.8022995,2001-09-07
Ash-throated Flycatcher,Myiarchus cinerascens,1,Essex,Gloucester,42.6158981,-70.6619873,2001-12-16
Ruff,Calidris pugnax,1,Essex,Parker River NWR,42.7639008,-70.8022995,2001-05-20
Mississippi Kite,Ictinia mississippiensis,2,Barnstable,Race Point,42.0691855,-70.2381706,2001-05-11
Boreal Chickadee,Poecile hudsonicus,1,Berkshire,Moran WMA,42.5254414,-73.0609439,2001-12-31
Painted Bunting,Passerina ciris,1,Middlesex,Malden,42.4251,-71.0662,2001-03-11
Boreal Chickadee,Poecile hudsonicus,1,Worcester,Barre,42.42289,-72.10512,2001-11-04
Eared Grebe,Podiceps nigricollis,1,Essex,Gloucester,42.6158981,-70.6619873,2001-11-17
Pacific Loon,Gavia pacifica,1,Essex,Gloucester,42.6158981,-70.6619873,2001-01-18
Northern Wheatear,Oenanthe oenanthe,1,Essex,Parker River NWR,42.7639008,-70.8022995,2001-09-08
Mississippi Kite,Ictinia mississippiensis,1,Barnstable,Bourne,41.74121,-70.59888,2001-05-08
Mississippi Kite,Ictinia mississippiensis,2,Barnstable,North Truro,42.0334,-70.09527,2001-05-11
Mississippi Kite,Ictinia mississippiensis,1,Norfolk,Sharon,42.1237,-71.1787,2001-05-15
Curlew Sandpiper,Calidris ferruginea,1,Essex,Parker River NWR,42.7639008,-70.8022995,2001-05-13
